links
https://berkeleyca.gov/your-government/our-work/capital-projects/1740-san-pablo-avenue
https://berkeleyca.gov/your-government/our-work/capital-projects/1947-center-street-facility-improvements
https://berkeleyca.gov/your-government/our-work/capital-projects/addison-street-bicycle-boulevard-project
https://berkeleyca.gov/your-government/our-work/capital-projects/adeline-street-improvements
https://berkeleyca.gov/your-government/our-work/capital-projects/adult-mental-health-services-center
https://berkeleyca.gov/your-government/our-work/capital-projects/african-american-holistic-resource-center
https://berkeleyca.gov/your-government/our-work/capital-projects/aquatic-park-capital-improvement-projects
https://berkeleyca.gov/your-government/our-work/capital-projects/aquatic-park-central-tide-tubes-repair-sediment-removal
https://berkeleyca.gov/your-government/our-work/capital-projects/bart-sites
https://berkeleyca.gov/your-government/our-work/capital-projects/bay-trail-extension-segment-3
https://berkeleyca.gov/your-government/our-work/capital-projects/berkeley-marina-roadway-improvements-project
https://berkeleyca.gov/your-government/our-work/capital-projects/berkeley-pier-ferry-access-project
https://berkeleyca.gov/your-government/our-work/capital-projects/berkeley-unified-school-district-busd-workforce-housing
https://berkeleyca.gov/your-government/our-work/capital-projects/berkeley-waterfront-bike-park-conceptual-design-project
https://berkeleyca.gov/your-government/our-work/capital-projects/berkeley-way-apartments-and-hope-center
https://berkeleyca.gov/your-government/our-work/capital-projects/bioswale-rose-and-hopkins
https://berkeleyca.gov/your-government/our-work/capital-projects/blake-apartments
https://berkeleyca.gov/your-government/our-work/capital-projects/cazadero-dining-hall-ada-improvements
https://berkeleyca.gov/your-government/our-work/capital-projects/cedar-rose-park-playground-renovation
https://berkeleyca.gov/your-government/our-work/capital-projects/cesar-chavez-park-restroom-project
https://berkeleyca.gov/your-government/our-work/capital-projects/city-wide-irrigation-system
https://berkeleyca.gov/your-government/our-work/capital-projects/citywide-restroom-assessment-project
https://berkeleyca.gov/your-government/our-work/capital-projects/civic-center-park-turtle-island-monument
https://berkeleyca.gov/your-government/our-work/capital-projects/civic-center-vision-plan-project
https://berkeleyca.gov/your-government/our-work/capital-projects/codornices-creek-restoration-project
https://berkeleyca.gov/your-government/our-work/capital-projects/corporation-yard-electrical-upgrade
https://berkeleyca.gov/your-government/our-work/capital-projects/corporation-yard-facility-improvements
https://berkeleyca.gov/your-government/our-work/capital-projects/dwight-waycalifornia-street-intersection-project
https://berkeleyca.gov/your-government/our-work/capital-projects/fire-station-no-2-renovation
https://berkeleyca.gov/your-government/our-work/capital-projects/fire-station-no-6-renovation
